time_stamp,humidity,temperature,pm2.5_alt,local_datetime,Date,PM2.5_corrected
2023-07-20T00:00:00Z,97.067,79.5,14.2,2023-07-19T20:00:00Z,2023-07-19,4.823624600000001
2023-07-20T01:00:00Z,97.5,78.633,13.7,2023-07-19T21:00:00Z,2023-07-19,4.524299999999999
2023-07-20T02:00:00Z,99.267,77.133,13.2,2023-07-19T22:00:00Z,2023-07-19,4.109984600000001
2023-07-20T03:00:00Z,100,75.8,12.1,2023-07-19T23:00:00Z,2023-07-19,3.4704000000000006
2023-07-20T04:00:00Z,100,75,10,2023-07-20T00:00:00Z,2023-07-20,2.370000000000001
2023-07-20T05:00:00Z,100,73.216,8,2023-07-20T01:00:00Z,2023-07-20,1.322000000000001
2023-07-20T06:00:00Z,100,71.966,6.4,2023-07-20T02:00:00Z,2023-07-20,0.4836000000000009
2023-07-20T07:00:00Z,100,71,6.1,2023-07-20T03:00:00Z,2023-07-20,0.32640000000000136
2023-07-20T08:00:00Z,100,69.733,5.1,2023-07-20T04:00:00Z,2023-07-20,-0.19759999999999955
2023-07-20T09:00:00Z,100,68.7,4.9,2023-07-20T05:00:00Z,2023-07-20,-0.30239999999999867
