#MaryWhalen  - #PortSideNY,,,,,,,,,,,
7/11/23 12:00 AM : 1 Year,,,,,,,,,,,
,,PortSide NewYork,PortSide NewYork,PortSide NewYork,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,
,Barometer,"Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless",AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,
,,,,,,,,,,,
Date & Time,Barometer - in Hg,Avg Wind Speed - mph,Avg Wind Dir,Rain - in,AQI_adj,PM 1 - ug/m³,PM 2.5 - ug/m³,PM 10 - ug/m³,Temp - °F,Hum - %,AQI
7/14/23 12:30 PM,29.92,8,N,0.00,23,9,11,13,89,61,48
7/14/23 12:45 PM,29.91,8,NNW,0.00,25,10,12,14,88,64,52
7/14/23 1:00 PM,29.91,7,N,0.00,31,12,16,17,87,69,58
7/14/23 1:15 PM,29.91,11,E,0.00,45,17,23,24,84,74,73
7/14/23 1:30 PM,29.90,12,E,0.00,46,17,23,24,82,78,74
7/14/23 1:45 PM,29.91,10,E,0.00,46,17,23,25,81,79,74
7/14/23 2:00 PM,29.92,10,E,0.00,45,16,22,24,79,81,73
7/14/23 2:15 PM,29.91,9,E,0.00,42,15,21,23,79,81,70
7/14/23 2:30 PM,29.91,9,E,0.00,44,16,22,24,80,72,72
7/14/23 2:45 PM,29.91,8,ENE,0.00,40,15,20,22,84,69,68
7/14/23 3:00 PM,29.90,7,NE,0.00,41,16,20,22,85,66,69
7/14/23 3:15 PM,29.90,8,E,0.00,42,16,21,22,85,68,69
7/14/23 3:30 PM,29.90,7,E,0.00,40,15,20,22,85,68,68
7/14/23 3:45 PM,29.90,8,E,0.00,40,15,20,21,85,67,68
7/14/23 4:00 PM,29.89,6,ENE,0.00,38,15,19,20,86,70,65
7/14/23 4:15 PM,29.89,10,E,0.00,38,15,19,21,84,75,66
7/14/23 4:30 PM,29.90,6,E,0.00,45,17,22,24,83,75,73
7/14/23 4:45 PM,29.90,5,ENE,0.00,44,18,22,23,83,74,72
7/14/23 5:00 PM,29.89,8,E,0.00,43,17,22,23,82,78,71
7/14/23 5:15 PM,29.90,8,E,0.00,42,16,21,22,80,81,69
7/14/23 5:30 PM,29.89,8,E,0.00,41,16,21,22,79,82,69
7/14/23 5:45 PM,29.89,6,E,0.00,42,16,21,22,80,81,70
7/14/23 6:00 PM,29.90,5,E,0.00,41,16,21,22,80,80,69
7/14/23 6:15 PM,29.89,6,ESE,0.00,39,15,20,21,80,78,67
7/14/23 6:30 PM,29.89,8,ESE,0.00,37,14,18,19,79,80,64
7/14/23 6:45 PM,29.89,8,ESE,0.00,36,14,18,19,79,86,63
7/14/23 7:00 PM,29.88,8,ESE,0.00,41,16,21,22,78,90,69
7/14/23 7:15 PM,29.89,7,ESE,0.00,44,17,22,23,77,88,72
7/14/23 7:30 PM,29.89,6,ESE,0.00,45,18,23,24,77,88,73
7/14/23 7:45 PM,29.90,3,E,0.00,42,16,21,22,77,86,70
7/14/23 8:00 PM,29.89,2,E,0.00,44,17,22,23,78,85,72
7/14/23 8:15 PM,29.90,3,E,0.00,45,17,22,24,78,84,73
7/14/23 8:30 PM,29.90,1,NE,0.00,43,17,22,23,79,84,71
7/14/23 8:45 PM,29.90,1,SW,0.00,46,18,23,24,79,86,74
7/14/23 9:00 PM,29.91,2,NNW,0.00,50,19,25,26,79,85,78
7/14/23 9:15 PM,29.91,1,ESE,0.00,47,18,24,25,79,86,75
7/14/23 9:30 PM,29.92,6,WSW,0.00,46,18,23,24,78,84,74
7/14/23 9:45 PM,29.93,8,NW,0.00,24,10,12,13,77,78,51
7/14/23 10:00 PM,29.93,10,NNW,0.00,14,6,7,7,77,80,29
7/14/23 10:15 PM,29.93,6,NW,0.00,14,6,7,7,76,78,30
7/14/23 10:30 PM,29.93,2,NNW,0.00,14,6,7,7,77,76,29
7/14/23 10:45 PM,29.95,2,SE,0.01,14,6,7,8,77,83,29
7/14/23 11:00 PM,29.97,19,W,0.72,16,5,8,11,68,100,33
7/14/23 11:15 PM,29.97,10,WNW,0.02,14,6,7,8,66,100,29
7/14/23 11:30 PM,29.96,6,NW,0.02,14,6,7,8,68,100,29
7/14/23 11:45 PM,29.96,2,NNW,0.00,13,6,7,7,69,100,28
7/15/23 12:00 AM,29.94,3,ENE,0.00,16,7,8,9,69,100,34
7/15/23 12:15 AM,29.95,1,E,0.00,15,6,8,8,70,100,32
7/15/23 12:30 AM,29.95,2,S,0.00,17,7,9,9,70,100,36
7/15/23 12:45 AM,29.95,1,SSW,0.00,16,7,8,9,70,100,33
7/15/23 1:00 AM,29.95,2,SW,0.00,25,10,12,13,70,100,52
7/15/23 1:15 AM,29.94,1,SW,0.00,33,13,16,18,70,100,60
7/15/23 1:30 AM,29.94,1,S,0.00,21,8,10,11,70,100,44
7/15/23 1:45 AM,29.95,1,SSE,0.00,22,9,11,12,71,100,46
7/15/23 2:00 AM,29.94,2,SSE,0.00,25,10,13,13,71,100,52
7/15/23 2:15 AM,29.94,2,SSE,0.00,28,11,14,14,71,100,55
7/15/23 2:30 AM,29.94,1,SSE,0.00,28,11,14,15,71,100,55
7/15/23 2:45 AM,29.93,0,SSE,0.00,24,10,12,12,71,100,49
7/15/23 3:00 AM,29.93,1,SSE,0.00,24,10,12,13,71,100,51
7/15/23 3:15 AM,29.94,0,N,0.00,20,8,10,11,71,100,42
7/15/23 3:30 AM,29.93,1,SSE,0.00,19,8,10,10,71,99,40
7/15/23 3:45 AM,29.93,0,SSE,0.00,18,8,9,10,71,100,38
7/15/23 4:00 AM,29.92,0,N,0.00,22,8,11,11,72,100,45
7/15/23 4:15 AM,29.91,1,SSE,0.00,29,12,14,15,72,100,56
7/15/23 4:30 AM,29.91,1,SSW,0.00,31,13,16,16,72,100,58
7/15/23 4:45 AM,29.92,0,WSW,0.00,28,11,14,15,71,100,55
7/15/23 5:00 AM,29.92,1,WSW,0.00,31,12,15,16,71,100,58
7/15/23 5:15 AM,29.93,1,WSW,0.00,35,14,18,18,72,100,62
7/15/23 5:30 AM,29.92,1,WSW,0.00,35,13,17,18,72,100,62
7/15/23 5:45 AM,29.92,1,WSW,0.00,35,13,18,18,72,100,62
7/15/23 6:00 AM,29.93,1,WSW,0.00,36,14,18,19,72,100,64
7/15/23 6:15 AM,29.94,2,W,0.00,31,12,16,16,72,100,59
7/15/23 6:30 AM,29.94,2,NW,0.00,35,13,18,18,72,100,62
7/15/23 6:45 AM,29.94,1,NNW,0.00,40,15,20,21,73,99,68
7/15/23 7:00 AM,29.95,2,N,0.00,42,15,21,22,73,97,70
7/15/23 7:15 AM,29.95,3,N,0.00,39,14,20,20,75,94,67
7/15/23 7:30 AM,29.95,3,NNW,0.00,37,14,19,20,76,90,65
7/15/23 7:45 AM,29.95,4,NNW,0.00,39,15,19,20,77,90,66
7/15/23 8:00 AM,29.96,3,NNW,0.00,39,14,19,20,78,89,66
7/15/23 8:15 AM,29.96,1,N,0.00,39,15,20,20,78,85,67
7/15/23 8:30 AM,29.97,1,NE,0.00,40,15,20,21,79,83,67
7/15/23 8:45 AM,29.97,2,WNW,0.00,45,17,22,24,80,82,73
7/15/23 9:00 AM,29.97,3,W,0.00,47,17,23,25,80,84,75
7/15/23 9:15 AM,29.98,3,W,0.00,49,18,24,26,80,82,77
7/15/23 9:30 AM,29.98,3,W,0.00,49,18,24,25,80,83,77
7/15/23 9:45 AM,29.98,3,WSW,0.00,52,19,26,27,80,85,80
7/15/23 10:00 AM,29.98,2,SW,0.00,49,18,25,26,80,83,78
7/15/23 10:15 AM,29.98,2,SE,0.00,55,20,29,31,81,78,86
7/15/23 10:30 AM,29.98,2,W,0.00,55,20,29,31,83,75,87
7/15/23 10:45 AM,29.97,2,W,0.00,55,20,29,31,85,71,86
7/15/23 11:00 AM,29.97,2,W,0.00,53,19,27,28,86,69,83
7/15/23 11:15 AM,29.97,3,WNW,0.00,52,20,26,28,87,67,81
7/15/23 11:30 AM,29.98,4,W,0.00,55,21,30,31,87,68,88
7/15/23 11:45 AM,29.97,4,W,0.00,57,22,31,33,87,67,90
7/15/23 12:00 PM,29.97,4,W,0.00,57,22,32,34,87,67,92
7/15/23 12:15 PM,29.97,4,W,0.00,59,23,33,36,88,66,94
7/15/23 12:30 PM,29.97,3,W,0.00,57,22,31,33,88,65,90
7/15/23 12:45 PM,29.97,4,SW,0.00,59,23,33,38,87,67,96
7/15/23 1:00 PM,29.97,5,SSW,0.00,53,20,27,28,85,72,83
7/15/23 1:15 PM,29.97,4,SSW,0.00,49,18,24,25,85,68,77
7/15/23 1:30 PM,29.95,6,S,0.00,45,18,22,23,86,68,72
7/15/23 1:45 PM,29.95,6,S,0.00,45,18,23,24,86,67,73
7/15/23 2:00 PM,29.94,7,SE,0.00,46,18,23,24,87,66,74
7/15/23 2:15 PM,29.95,8,ESE,0.00,49,18,24,25,87,68,77
7/15/23 2:30 PM,29.95,11,ESE,0.00,49,18,24,25,86,72,77
7/15/23 2:45 PM,29.95,11,ESE,0.00,47,18,24,24,85,72,75
7/15/23 3:00 PM,29.95,10,ESE,0.00,48,18,24,25,85,71,77
7/15/23 3:15 PM,29.94,12,ESE,0.00,39,15,19,20,85,69,66
7/15/23 3:30 PM,29.94,12,ESE,0.00,34,14,17,18,84,71,61
7/15/23 3:45 PM,29.93,12,ESE,0.00,32,13,16,16,83,70,59
7/15/23 4:00 PM,29.93,12,ESE,0.00,21,9,10,11,83,66,43
7/15/23 4:15 PM,29.92,12,ESE,0.00,28,11,14,14,83,76,55
7/15/23 4:30 PM,29.91,12,ESE,0.00,40,16,20,21,82,81,67
7/15/23 4:45 PM,29.91,12,ESE,0.00,39,16,20,20,81,82,67
7/15/23 5:00 PM,29.91,11,ESE,0.00,39,15,20,21,80,86,67
7/15/23 5:15 PM,29.92,11,ESE,0.00,39,16,20,21,79,90,67
7/15/23 5:30 PM,29.92,13,ESE,0.00,36,14,18,19,78,92,64
7/15/23 5:45 PM,29.92,12,ESE,0.00,32,13,16,17,78,93,59
7/15/23 6:00 PM,29.92,11,ESE,0.00,30,12,15,16,78,93,57
7/15/23 6:15 PM,29.92,11,ESE,0.00,28,11,14,15,77,95,55
7/15/23 6:30 PM,29.92,10,ESE,0.00,27,11,14,15,77,98,54
7/15/23 6:45 PM,29.92,10,ESE,0.00,31,12,16,17,77,100,59
7/15/23 7:00 PM,29.92,8,ESE,0.04,34,13,17,18,76,100,61
7/15/23 7:15 PM,29.92,4,SE,0.02,36,13,18,20,76,100,63
7/15/23 7:30 PM,29.91,2,SE,0.01,36,13,18,20,76,100,63
7/15/23 7:45 PM,29.92,2,SE,0.01,42,15,21,23,76,100,70
7/15/23 8:00 PM,29.92,2,ESE,0.01,39,15,19,21,77,98,66
7/15/23 8:15 PM,29.92,3,ESE,0.00,42,16,21,23,77,96,70
7/15/23 8:30 PM,29.91,5,E,0.00,36,14,18,19,77,95,63
7/15/23 8:45 PM,29.91,6,E,0.00,29,12,15,16,76,96,57
7/15/23 9:00 PM,29.90,4,E,0.00,35,14,18,19,76,98,63
7/15/23 9:15 PM,29.91,6,E,0.00,38,14,19,21,76,100,66
7/15/23 9:30 PM,29.91,4,E,0.00,37,14,19,21,76,100,65
7/15/23 9:45 PM,29.92,5,E,0.00,36,14,18,21,76,100,64
7/15/23 10:00 PM,29.92,5,E,0.00,34,13,17,19,76,100,61
7/15/23 10:15 PM,29.92,4,E,0.00,30,12,15,18,77,100,58
7/15/23 10:30 PM,29.92,5,E,0.00,27,10,14,16,77,100,54
7/15/23 10:45 PM,29.92,6,ESE,0.00,26,10,13,15,76,100,53
7/15/23 11:00 PM,29.92,6,ESE,0.00,28,10,14,16,76,100,55
7/15/23 11:15 PM,29.92,8,ESE,0.00,25,10,13,14,76,100,52
7/15/23 11:30 PM,29.92,8,ESE,0.00,26,10,13,15,76,100,53
7/15/23 11:45 PM,29.92,8,ESE,0.00,24,9,12,14,76,100,51
7/16/23 12:00 AM,29.92,6,ESE,0.00,24,9,12,14,76,100,51
7/16/23 12:15 AM,29.92,7,E,0.00,23,9,11,13,76,100,47
7/16/23 12:30 AM,29.92,7,E,0.00,22,8,11,13,76,100,45
7/16/23 12:45 AM,29.91,7,E,0.00,20,8,10,12,76,100,43
7/16/23 1:00 AM,29.91,6,E,0.00,20,7,10,12,76,100,41
7/16/23 1:15 AM,29.91,6,E,0.00,19,8,10,12,76,99,40
7/16/23 1:30 AM,29.90,7,ESE,0.00,20,8,10,12,76,99,42
7/16/23 1:45 AM,29.89,6,E,0.00,20,8,10,12,76,99,42
7/16/23 2:00 AM,29.89,6,E,0.00,19,7,9,12,76,100,39
7/16/23 2:15 AM,29.88,7,E,0.00,20,8,10,12,76,100,42
7/16/23 2:30 AM,29.88,6,ESE,0.00,22,8,11,14,76,99,45
7/16/23 2:45 AM,29.88,8,ESE,0.00,22,8,11,13,76,100,46
7/16/23 3:00 AM,29.88,9,ESE,0.00,22,8,11,13,76,100,45
7/16/23 3:15 AM,29.88,8,ESE,0.00,24,9,12,14,76,100,49
7/16/23 3:30 AM,29.87,9,ESE,0.00,23,8,11,14,76,100,47
7/16/23 3:45 AM,29.85,9,ESE,0.00,21,8,10,13,76,100,44
7/16/23 4:00 AM,29.84,7,ESE,0.00,22,8,11,13,76,99,45
7/16/23 4:15 AM,29.83,9,ESE,0.00,21,8,11,13,76,100,44
7/16/23 4:30 AM,29.83,10,ESE,0.00,23,8,12,14,76,100,49
7/16/23 4:45 AM,29.84,11,ESE,0.00,22,8,11,13,75,100,46
7/16/23 5:00 AM,29.83,10,ESE,0.00,19,7,9,12,75,100,39
7/16/23 5:15 AM,29.82,9,ESE,0.00,17,6,8,11,76,100,35
7/16/23 5:30 AM,29.82,9,ESE,0.00,17,6,8,10,76,100,35
7/16/23 5:45 AM,29.83,8,ESE,0.00,17,6,8,11,76,100,35
7/16/23 6:00 AM,29.83,9,ESE,0.00,17,6,8,11,75,100,34
7/16/23 6:15 AM,29.82,7,ESE,0.00,17,6,9,11,75,100,36
7/16/23 6:30 AM,29.82,10,ESE,0.04,17,6,8,10,75,100,35
7/16/23 6:45 AM,29.82,12,SE,0.02,9,4,4,6,74,100,19
7/16/23 7:00 AM,29.83,8,SE,0.00,5,2,3,4,74,100,11
7/16/23 7:15 AM,29.83,9,SSE,0.00,4,2,2,3,74,100,8
7/16/23 7:30 AM,29.83,9,SE,0.00,3,1,1,2,74,100,5
7/16/23 7:45 AM,29.83,9,SE,0.00,2,1,1,2,75,99,5
7/16/23 8:00 AM,29.83,8,SSE,0.05,3,1,2,2,75,100,7
7/16/23 8:15 AM,29.84,7,SSE,0.02,6,2,3,4,74,100,11
7/16/23 8:30 AM,29.84,6,SSE,0.00,7,3,4,4,74,100,15
7/16/23 8:45 AM,29.84,6,SSE,0.06,8,3,4,5,74,100,17
7/16/23 9:00 AM,29.84,6,SSE,0.04,9,4,4,5,74,100,18
7/16/23 9:15 AM,29.84,6,SSE,0.08,6,3,3,4,74,100,13
7/16/23 9:30 AM,29.84,6,SSE,0.11,5,2,2,3,74,100,11
7/16/23 9:45 AM,29.84,6,SE,0.03,8,3,4,5,74,100,17
7/16/23 10:00 AM,29.84,10,SE,0.11,9,4,4,5,73,100,18
7/16/23 10:15 AM,29.84,7,SE,0.13,4,1,2,3,72,100,8
7/16/23 10:30 AM,29.84,5,SE,0.05,11,4,5,6,72,100,22
7/16/23 10:45 AM,29.84,8,SE,0.18,9,3,4,6,72,100,19
7/16/23 11:00 AM,29.84,6,SE,0.01,6,2,3,4,73,100,12
7/16/23 11:15 AM,29.84,5,SSE,0.00,12,4,6,6,75,99,24
7/16/23 11:30 AM,29.83,5,SSE,0.00,10,4,5,6,76,96,20
7/16/23 11:45 AM,29.84,5,SSE,0.00,9,4,4,5,77,96,18
7/16/23 12:00 PM,29.84,6,SE,0.00,12,5,6,7,77,96,25
7/16/23 12:15 PM,29.84,6,SSE,0.00,11,5,6,6,76,98,23
7/16/23 12:30 PM,29.85,4,WSW,0.10,15,6,8,9,75,100,32
7/16/23 12:45 PM,29.84,5,W,0.45,26,10,13,16,73,100,53
7/16/23 1:00 PM,29.84,3,NNW,0.03,39,16,20,22,73,100,67
7/16/23 1:15 PM,29.83,3,NNW,0.01,19,8,9,10,75,100,39
7/16/23 1:30 PM,29.83,2,NNW,0.00,24,11,12,13,77,96,51
7/16/23 1:45 PM,29.83,2,NNW,0.00,15,6,8,8,78,95,31
7/16/23 2:00 PM,29.82,1,NNW,0.00,16,7,8,9,79,92,34
7/16/23 2:15 PM,29.81,0,NNW,0.00,15,6,7,8,80,88,31
7/16/23 2:30 PM,29.82,2,ESE,0.00,11,5,5,6,80,88,22
7/16/23 2:45 PM,29.82,3,SE,0.00,8,3,4,4,78,91,16
7/16/23 3:00 PM,29.82,2,S,0.00,10,4,5,6,77,92,21
7/16/23 3:15 PM,29.82,2,SSW,0.00,12,5,6,6,77,92,25
7/16/23 3:30 PM,29.81,1,SSW,0.00,13,5,6,7,78,93,26
7/16/23 3:45 PM,29.80,1,SSW,0.00,8,3,4,4,79,89,16
7/16/23 4:00 PM,29.81,1,SSW,0.00,10,4,5,5,78,90,21
7/16/23 4:15 PM,29.81,1,SSW,0.00,12,5,6,6,78,91,24
7/16/23 4:30 PM,29.80,2,SSW,0.00,13,6,6,7,78,92,27
7/16/23 4:45 PM,29.79,3,S,0.00,14,6,7,7,77,96,29
7/16/23 5:00 PM,29.80,2,ESE,0.00,12,5,6,6,77,94,24
7/16/23 5:15 PM,29.80,2,S,0.00,13,5,6,7,76,94,27
7/16/23 5:30 PM,29.81,4,S,0.00,8,4,4,5,76,98,18
7/16/23 5:45 PM,29.81,4,SE,0.00,11,5,6,6,76,97,23
7/16/23 6:00 PM,29.81,3,SSE,0.00,14,6,7,7,76,98,29
7/16/23 6:15 PM,29.81,4,SSE,0.00,13,6,7,7,75,98,28
7/16/23 6:30 PM,29.80,3,ESE,0.00,12,5,6,6,75,97,24
7/16/23 6:45 PM,29.80,3,SE,0.00,10,4,5,6,76,98,21
7/16/23 7:00 PM,29.80,3,SE,0.00,12,5,6,6,76,97,25
7/16/23 7:15 PM,29.80,5,SSE,0.00,12,5,6,6,75,97,25
7/16/23 7:30 PM,29.80,4,SE,0.00,14,6,7,7,75,97,29
7/16/23 7:45 PM,29.80,3,SE,0.00,15,6,8,8,76,97,32
7/16/23 8:00 PM,29.80,3,S,0.00,11,4,6,6,75,98,23
7/16/23 8:15 PM,29.80,2,S,0.00,12,5,6,7,75,98,25
7/16/23 8:30 PM,29.80,2,S,0.00,12,5,6,7,75,99,26
7/16/23 8:45 PM,29.81,3,SSE,0.00,20,8,10,11,75,100,42
7/16/23 9:00 PM,29.82,5,SE,0.00,20,8,10,11,75,100,42
7/16/23 9:15 PM,29.83,4,SE,0.00,16,6,8,9,75,100,33
7/16/23 9:30 PM,29.83,3,SSE,0.00,16,6,8,9,75,100,33
7/16/23 9:45 PM,29.84,3,SE,0.00,15,6,8,8,75,99,31
7/16/23 10:00 PM,29.84,2,SE,0.00,16,7,8,9,76,99,34
7/16/23 10:15 PM,29.83,1,SE,0.00,17,7,8,9,76,98,34
7/16/23 10:30 PM,29.83,1,SSE,0.00,15,6,7,8,76,98,30
7/16/23 10:45 PM,29.83,1,SSE,0.00,14,6,7,8,76,98,29
7/16/23 11:00 PM,29.84,2,SSE,0.00,17,7,9,9,76,99,36
7/16/23 11:15 PM,29.84,2,SSE,0.00,28,12,14,15,75,100,55
7/16/23 11:30 PM,29.84,3,SE,0.00,18,7,9,10,75,100,38
7/16/23 11:45 PM,29.85,1,SE,0.00,19,8,10,10,75,99,40
7/17/23 12:00 AM,29.85,2,SSE,0.00,19,8,10,10,75,100,40
7/17/23 12:15 AM,29.85,2,S,0.00,21,8,10,11,75,100,43
7/17/23 12:30 AM,29.86,1,SW,0.00,21,8,11,11,75,100,45
7/17/23 12:45 AM,29.85,1,WSW,0.00,22,9,11,12,75,99,47
7/17/23 1:00 AM,29.85,2,SW,0.00,22,9,11,12,75,100,46
7/17/23 1:15 AM,29.86,2,SSW,0.00,23,9,12,12,75,100,49
7/17/23 1:30 AM,29.86,1,SW,0.00,23,9,12,12,75,100,48
7/17/23 1:45 AM,29.85,1,SW,0.00,23,9,12,12,75,99,49
7/17/23 2:00 AM,29.86,1,SW,0.00,23,9,12,12,75,100,48
7/17/23 2:15 AM,29.86,1,SW,0.00,28,11,14,15,75,100,55
7/17/23 2:30 AM,29.87,2,SSW,0.00,31,12,16,16,74,100,58
7/17/23 2:45 AM,29.86,3,S,0.00,28,11,14,15,74,100,55
7/17/23 3:00 AM,29.86,3,SSW,0.00,26,10,13,14,74,100,53
7/17/23 3:15 AM,29.86,2,SSW,0.00,30,11,15,16,74,100,57
7/17/23 3:30 AM,29.86,3,S,0.00,32,12,16,17,74,100,59
7/17/23 3:45 AM,29.86,4,SW,0.00,37,13,18,19,73,100,64
7/17/23 4:00 AM,29.87,3,SW,0.00,49,17,25,25,73,100,77
7/17/23 4:15 AM,29.86,4,WSW,0.00,53,16,27,29,73,100,83
7/17/23 4:30 AM,29.86,2,W,0.00,51,16,25,27,74,100,79
7/17/23 4:45 AM,29.87,3,W,0.00,47,15,24,25,74,100,75
7/17/23 5:00 AM,29.88,5,W,0.00,45,15,22,23,74,100,73
7/17/23 5:15 AM,29.88,4,WSW,0.00,44,15,22,23,74,100,72
7/17/23 5:30 AM,29.89,2,WSW,0.00,40,14,20,21,74,100,68
7/17/23 5:45 AM,29.88,3,WNW,0.00,43,14,21,22,74,99,71
7/17/23 6:00 AM,29.89,2,W,0.00,46,16,23,24,74,99,74
7/17/23 6:15 AM,29.90,1,W,0.00,45,16,22,23,74,99,72
7/17/23 6:30 AM,29.91,3,W,0.00,42,15,21,22,74,99,70
7/17/23 6:45 AM,29.91,4,W,0.00,43,15,21,22,74,99,70
7/17/23 7:00 AM,29.92,3,W,0.00,40,14,20,21,74,97,68
7/17/23 7:15 AM,29.92,1,WSW,0.00,39,14,20,20,76,95,67
7/17/23 7:30 AM,29.92,2,WSW,0.00,40,14,20,21,76,93,67
7/17/23 7:45 AM,29.93,3,WSW,0.00,37,14,18,19,76,92,64
7/17/23 8:00 AM,29.93,3,WSW,0.00,34,13,17,18,77,90,61
7/17/23 8:15 AM,29.94,3,W,0.00,31,12,16,16,78,88,59
7/17/23 8:30 AM,29.93,2,WNW,0.00,29,12,15,15,80,83,57
7/17/23 8:45 AM,29.93,3,WNW,0.00,30,12,15,15,81,81,57
7/17/23 9:00 AM,29.93,4,WNW,0.00,32,13,16,16,81,82,59
7/17/23 9:15 AM,29.94,6,WNW,0.00,32,13,16,17,81,80,59
7/17/23 9:30 AM,29.94,6,NW,0.00,26,11,13,14,82,75,53
7/17/23 9:45 AM,29.95,7,NW,0.00,24,10,12,13,83,74,51
7/17/23 10:00 AM,29.94,5,NW,0.00,33,13,17,17,84,66,61
7/17/23 10:15 AM,29.95,4,NW,0.00,54,19,28,30,86,66,85
7/17/23 10:30 AM,29.95,4,W,0.00,56,20,30,33,86,61,88
7/17/23 10:45 AM,29.95,6,NW,0.00,72,29,46,56,86,58,127
7/17/23 11:00 AM,29.95,6,NW,0.00,70,28,44,53,87,58,123
7/17/23 11:15 AM,29.96,5,WNW,0.00,70,28,44,53,88,56,122
7/17/23 11:30 AM,29.95,4,W,0.00,70,28,44,53,88,56,122
7/17/23 11:45 AM,29.96,2,W,0.00,71,28,45,54,89,54,124
7/17/23 12:00 PM,29.97,3,SW,0.00,71,29,45,54,88,55,124
7/17/23 12:15 PM,29.97,2,SSW,0.00,68,27,42,51,88,54,118
7/17/23 12:30 PM,29.97,2,SSW,0.00,64,24,38,45,89,52,108
7/17/23 12:45 PM,29.97,2,SSW,0.00,55,20,29,31,90,51,87
7/17/23 1:00 PM,29.96,2,SW,0.00,56,20,30,32,91,50,89
7/17/23 1:15 PM,29.96,2,SW,0.00,56,20,30,32,92,47,89
7/17/23 1:30 PM,29.96,3,SW,0.00,56,20,30,32,94,51,89
7/17/23 1:45 PM,29.96,5,S,0.00,57,21,31,34,89,58,91
7/17/23 2:00 PM,29.96,6,S,0.00,54,20,28,30,87,60,86
7/17/23 2:15 PM,29.96,7,S,0.00,59,22,33,37,87,60,95
7/17/23 2:30 PM,29.95,8,SSE,0.00,58,21,32,35,87,59,93
7/17/23 2:45 PM,29.95,9,SE,0.00,55,20,30,31,87,58,88
7/17/23 3:00 PM,29.95,7,SSE,0.00,64,25,38,44,88,54,107
7/17/23 3:15 PM,29.95,9,SE,0.00,77,32,51,63,88,52,140
7/17/23 3:30 PM,29.94,9,SE,0.00,88,37,62,72,87,52,155
7/17/23 3:45 PM,29.94,9,SSE,0.00,75,31,50,60,87,55,135
7/17/23 4:00 PM,29.94,9,SE,0.00,73,29,47,57,87,57,129
7/17/23 4:15 PM,29.93,9,SE,0.00,73,30,47,57,87,58,129
7/17/23 4:30 PM,29.93,8,SE,0.00,62,24,36,42,88,62,103
7/17/23 4:45 PM,29.93,8,SE,0.00,63,24,37,42,87,55,105
7/17/23 5:00 PM,29.93,8,SE,0.00,76,31,50,61,87,55,136
7/17/23 5:15 PM,29.93,7,SSE,0.00,71,29,45,54,87,57,124
7/17/23 5:30 PM,29.92,6,SSE,0.00,70,28,44,53,87,58,122
7/17/23 5:45 PM,29.92,6,SSE,0.00,72,29,46,56,87,60,127
7/17/23 6:00 PM,29.92,7,SE,0.00,70,28,44,53,86,65,121
7/17/23 6:15 PM,29.92,10,ESE,0.00,55,20,29,30,84,76,86
7/17/23 6:30 PM,29.92,9,ESE,0.00,56,20,30,32,82,81,89
7/17/23 6:45 PM,29.93,9,ESE,0.00,58,22,33,36,81,82,94
7/17/23 7:00 PM,29.93,10,ESE,0.00,59,22,34,38,80,80,96
7/17/23 7:15 PM,29.93,8,ESE,0.00,62,23,36,42,81,77,102
7/17/23 7:30 PM,29.93,9,ESE,0.00,63,24,37,44,80,80,105
7/17/23 7:45 PM,29.93,9,ESE,0.00,65,25,39,46,80,78,110
7/17/23 8:00 PM,29.93,9,ESE,0.00,66,25,40,47,80,78,111
7/17/23 8:15 PM,29.93,8,ESE,0.00,66,26,40,48,80,80,113
7/17/23 8:30 PM,29.94,7,ESE,0.00,66,26,40,48,79,81,112
7/17/23 8:45 PM,29.95,7,SE,0.00,66,26,40,48,79,80,113
7/17/23 9:00 PM,29.95,6,SE,0.00,68,27,42,50,79,80,117
7/17/23 9:15 PM,29.95,7,ESE,0.00,68,26,42,50,79,80,117
7/17/23 9:30 PM,29.96,6,ESE,0.00,67,26,41,49,79,82,115
7/17/23 9:45 PM,29.96,6,ESE,0.00,67,26,41,49,78,82,115
7/17/23 10:00 PM,29.97,5,ESE,0.00,67,26,41,49,78,83,115
7/17/23 10:15 PM,29.97,5,SE,0.00,67,26,41,49,78,84,115
7/17/23 10:30 PM,29.96,6,SE,0.00,68,27,42,50,78,86,117
7/17/23 10:45 PM,29.96,7,SE,0.00,68,27,42,51,78,86,118
7/17/23 11:00 PM,29.97,8,SE,0.00,70,28,44,53,78,85,122
7/17/23 11:15 PM,29.97,7,SSE,0.00,72,29,46,56,78,84,126
7/17/23 11:30 PM,29.97,7,SE,0.00,72,29,46,56,78,83,127
7/17/23 11:45 PM,29.97,6,SE,0.00,72,29,46,56,78,82,128
7/18/23 12:00 AM,29.98,7,SE,0.00,73,29,46,56,78,82,128
7/18/23 12:15 AM,29.98,5,SSE,0.00,71,28,45,55,78,81,125
7/18/23 12:30 AM,29.98,5,SSE,0.00,70,28,44,53,78,80,123
7/18/23 12:45 AM,29.99,5,SSE,0.00,69,27,43,51,78,79,119
