time_stamp,humidity,temperature,pressure,pm2.5_alt,pm1.0_atm,pm10.0_atm,local_datetime,Date
2023-08-01T13:00:00Z,30.8,81.4,1020.153,2.7,2.467,4.1295,2023-08-01T09:00:00Z,2023-08-01
2023-08-01T03:00:00Z,35.6,83.033,1017.201,9.6,9.7295,15.9635,2023-07-31T23:00:00Z,2023-07-31
2023-08-01T05:00:00Z,38.5,80.133,1017.659,7.2,6.928,11.7565,2023-08-01T01:00:00Z,2023-08-01
2023-08-01T21:00:00Z,21.067,93.3,1018.808,2.8,2.563,3.9505,2023-08-01T17:00:00Z,2023-08-01
2023-08-01T18:00:00Z,17.533,97.233,1019.466,2.7,2.136,3.356,2023-08-01T14:00:00Z,2023-08-01
2023-08-01T16:00:00Z,19.966,93.267,1020.05,2.3,1.732,2.8115,2023-08-01T12:00:00Z,2023-08-01
2023-08-01T15:00:00Z,24.634,88.092,1020.346,2.3,1.9645,3.1735,2023-08-01T11:00:00Z,2023-08-01
2023-08-01T04:00:00Z,36.8,81.5,1017.467,8.9,8.723,14.789,2023-08-01T00:00:00Z,2023-08-01
2023-08-01T06:00:00Z,43.333,78.4,1017.596,5.8,5.7105,9.53,2023-08-01T02:00:00Z,2023-08-01
2023-08-01T17:00:00Z,19.133,95.3,1019.693,2.7,2.192,3.5035,2023-08-01T13:00:00Z,2023-08-01
2023-08-01T23:00:00Z,22.367,90.233,1019.684,2.7,2.7595,4.117,2023-08-01T19:00:00Z,2023-08-01
2023-08-01T12:00:00Z,41.7,78.667,1020.168,3.5,3.5435,5.4715,2023-08-01T08:00:00Z,2023-08-01
2023-08-01T10:00:00Z,46.966,76.6,1019.089,4.9,4.9355,8.0415,2023-08-01T06:00:00Z,2023-08-01
2023-08-01T07:00:00Z,45.5,77.466,1017.561,6.3,6.1575,10.3245,2023-08-01T03:00:00Z,2023-08-01
2023-08-01T11:00:00Z,45.633,77.034,1019.738,4.2,4.189,6.752,2023-08-01T07:00:00Z,2023-08-01
2023-08-01T22:00:00Z,20.3,93.3,1018.945,2.6,2.342,3.736,2023-08-01T18:00:00Z,2023-08-01
2023-08-01T08:00:00Z,46.9,77.067,1017.985,6.6,6.421,10.7225,2023-08-01T04:00:00Z,2023-08-01
2023-08-06T08:00:00Z,37.867,82.6,1015.992,22.1,20.6105,38.6965,2023-08-06T04:00:00Z,2023-08-06
2023-08-06T03:00:00Z,38.633,86.8,1015.156,26.9,24.3305,46.1855,2023-08-05T23:00:00Z,2023-08-05
2023-08-06T02:00:00Z,37.7,86.867,1015.096,28.4,25.3675,48.188,2023-08-05T22:00:00Z,2023-08-05
2023-08-06T23:00:00Z,46.034,85.067,1014.803,17.6,18.3095,30.3415,2023-08-06T19:00:00Z,2023-08-06
2023-08-06T00:00:00Z,31.467,88.334,1014.708,28.6,25.498,48.0445,2023-08-05T20:00:00Z,2023-08-05
2023-08-06T10:00:00Z,41.467,81.3,1016.608,19.9,19.4315,34.8025,2023-08-06T06:00:00Z,2023-08-06
2023-08-06T22:00:00Z,35.367,89.166,1014.651,18.4,18.871,31.1315,2023-08-06T18:00:00Z,2023-08-06
2023-08-06T04:00:00Z,40.034,86.434,1015.257,38.7,35.0055,58.548,2023-08-06T00:00:00Z,2023-08-06
2023-08-06T01:00:00Z,34.533,87.767,1014.957,29.6,26.3215,49.281,2023-08-05T21:00:00Z,2023-08-05
2023-08-06T07:00:00Z,36.234,83.467,1015.769,22.2,20.8245,39.076,2023-08-06T03:00:00Z,2023-08-06
2023-08-06T19:00:00Z,25,99.066,1015.291,20.3,19.118,31.7055,2023-08-06T15:00:00Z,2023-08-06
2023-08-06T21:00:00Z,30.733,91.334,1014.675,19.3,19.322,32.3025,2023-08-06T17:00:00Z,2023-08-06
2023-08-06T20:00:00Z,27.033,95.8,1014.896,19.5,19.1865,31.7125,2023-08-06T16:00:00Z,2023-08-06
2023-08-06T05:00:00Z,41.034,85.3,1015.58,26,23.6855,44.6125,2023-08-06T01:00:00Z,2023-08-06
2023-08-06T15:00:00Z,31.166,89.767,1016.773,18.2,18.2845,30.636,2023-08-06T11:00:00Z,2023-08-06
2023-08-06T12:00:00Z,36.534,83.867,1016.82,18.7,18.376,32.307,2023-08-06T08:00:00Z,2023-08-06
2023-08-06T06:00:00Z,36.167,84.034,1015.652,22.5,21.156,39.7065,2023-08-06T02:00:00Z,2023-08-06
2023-08-06T17:00:00Z,25.6,96.5,1016.038,19,18.5775,30.0895,2023-08-06T13:00:00Z,2023-08-06
2023-08-06T11:00:00Z,37.534,82.133,1016.842,17.9,17.506,31.0745,2023-08-06T07:00:00Z,2023-08-06
2023-08-06T18:00:00Z,24.267,100.367,1015.673,21.1,19.7665,32.7335,2023-08-06T14:00:00Z,2023-08-06
2023-08-06T16:00:00Z,27.367,94.334,1016.322,18,18.189,29.128,2023-08-06T12:00:00Z,2023-08-06
2023-08-06T14:00:00Z,33.4,87.966,1016.513,19.7,19.4565,33.6755,2023-08-06T10:00:00Z,2023-08-06
2023-08-06T13:00:00Z,35.7,85.833,1016.882,19.6,19.2895,33.56,2023-08-06T09:00:00Z,2023-08-06
2023-08-06T09:00:00Z,40.3,82.033,1016.293,21,19.9585,36.832,2023-08-06T05:00:00Z,2023-08-06
2023-08-13T16:00:00Z,38.966,98.133,1010.904,6.8,7.4765,10.156,2023-08-13T12:00:00Z,2023-08-13
2023-08-13T15:00:00Z,45.133,93.067,1011.08,9,9.811,14.202,2023-08-13T11:00:00Z,2023-08-13
